customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MonthlyCharges,TotalCharges,Churn
2316,Male,0,Yes,Yes,7,Yes,36.14,303.91,0
2317,Female,0,Yes,Yes,48,Yes,89.55,4327.31,0
2318,Male,0,No,Yes,29,Yes,95.04,2780.17,0
2319,Male,0,Yes,No,15,Yes,107.54,1651.82,0
2320,Female,0,Yes,No,63,Yes,72.06,4680.01,0
2321,Female,0,No,No,3,Yes,87.62,433.19,1
2322,Female,1,No,No,25,Yes,35.51,940.82,0
2323,Female,0,Yes,No,53,Yes,26.67,1404.35,0
2324,Female,0,No,No,29,Yes,99.4,3026.53,0
2325,Female,0,No,No,48,Yes,80.06,3925.4,0
2326,Male,0,Yes,Yes,18,Yes,80.97,1608.85,0
2327,Female,0,No,Yes,29,Yes,36.75,1049.61,0
2328,Female,0,No,No,25,Yes,22.8,527.36,0
2329,Female,0,No,Yes,17,Yes,66.96,1164.57,0
2330,Female,0,No,No,0,Yes,30.8,3.69,0
2331,Female,0,Yes,No,38,Yes,108.33,4231.66,0
2332,Male,0,No,Yes,29,Yes,92.75,2663.0,0
2333,Female,0,No,Yes,17,Yes,114.37,2134.84,0
2334,Female,1,Yes,No,69,Yes,68.26,4853.32,0
2335,Female,0,No,No,22,Yes,48.71,1147.06,0
2336,Female,0,Yes,No,26,Yes,73.25,1945.25,0
2337,Female,0,No,No,16,Yes,57.38,897.08,0
2338,Male,0,No,Yes,54,Yes,66.68,3729.04,0
2339,Male,0,No,Yes,43,Yes,42.76,1936.44,0
2340,Male,0,No,Yes,44,Yes,108.12,4918.18,0
2341,Male,0,Yes,No,60,Yes,32.12,1968.45,0
2342,Female,0,No,Yes,14,Yes,85.12,1274.1,0
2343,Female,0,Yes,Yes,35,Yes,70.59,2639.66,0
2344,Male,0,No,No,8,Yes,93.21,782.92,1
2345,Female,0,No,No,15,Yes,41.23,685.7,0
2346,Female,0,No,No,67,Yes,66.75,4576.51,0
2347,Female,0,Yes,No,47,Yes,72.47,3494.11,0
2348,Female,0,Yes,Yes,12,No,23.84,310.65,0
2349,Male,0,No,No,3,Yes,47.06,171.1,0
2350,Male,0,Yes,Yes,58,Yes,55.08,3292.97,0
2351,Female,0,Yes,No,59,Yes,39.95,2369.06,0
2352,Male,0,No,No,37,Yes,34.98,1421.9,0
2353,Male,0,Yes,Yes,11,Yes,119.97,1428.93,1
2354,Male,0,No,No,54,Yes,32.48,1711.13,0
2355,Female,0,No,Yes,10,Yes,112.23,1185.97,1
2356,Female,0,No,Yes,17,No,96.48,1705.04,0
2357,Male,1,Yes,Yes,41,Yes,96.93,4071.0,0
2358,Male,0,Yes,Yes,24,Yes,80.65,2062.68,0
2359,Female,0,No,No,58,Yes,40.16,2462.18,0
2360,Female,0,Yes,Yes,19,Yes,90.45,1750.31,0
2361,Female,0,No,No,44,Yes,98.66,4416.22,0
2362,Male,0,Yes,Yes,44,Yes,48.34,2211.99,0
2363,Male,0,Yes,No,23,Yes,46.63,1101.06,0
2364,Female,0,Yes,No,40,Yes,22.27,896.08,0
2365,Male,0,No,Yes,35,No,98.58,3576.03,0
2366,Male,0,No,Yes,38,Yes,101.51,3967.06,0
2367,Female,0,No,Yes,33,Yes,27.49,957.55,0
2368,Male,0,No,Yes,9,Yes,115.38,1096.55,1
2369,Male,1,No,No,36,Yes,24.24,898.62,0
2370,Male,0,Yes,Yes,71,Yes,43.35,3075.18,0
2371,Male,0,No,Yes,33,Yes,77.55,2573.9,0
2372,Male,0,Yes,Yes,45,Yes,38.54,1851.75,0
2373,Female,0,Yes,Yes,16,Yes,67.55,1160.72,0
2374,Male,1,No,Yes,21,Yes,65.94,1418.89,0
2375,Female,0,Yes,Yes,39,Yes,64.38,2568.22,0
2376,Male,0,Yes,Yes,14,Yes,62.05,921.24,0
2377,Female,0,Yes,Yes,71,No,45.91,3345.17,0
2378,Male,0,Yes,Yes,44,Yes,109.49,4891.41,0
2379,Male,0,Yes,No,23,Yes,106.61,2591.69,0
2380,Female,0,No,No,48,Yes,42.49,2090.58,0
2381,Female,0,No,No,51,Yes,56.84,2955.23,0
2382,Male,0,No,Yes,17,Yes,36.86,691.78,0
2383,Male,0,Yes,Yes,69,Yes,33.87,2472.95,0
2384,Female,0,Yes,Yes,65,Yes,25.69,1683.92,0
2385,Male,0,Yes,No,22,Yes,33.19,822.58,0
2386,Male,0,No,Yes,14,No,51.32,762.12,0
2387,Female,1,Yes,No,19,Yes,38.36,831.89,0
2388,Female,0,No,No,18,Yes,35.55,572.71,0
2389,Male,0,No,No,34,Yes,53.5,1847.91,0
2390,Male,0,Yes,Yes,34,Yes,100.74,3498.09,0
2391,Male,0,Yes,Yes,11,Yes,28.5,349.64,0
2392,Female,0,No,Yes,65,Yes,93.92,6092.47,0
2393,Male,0,No,No,68,Yes,69.89,4842.32,0
2394,Female,0,No,No,2,Yes,69.85,259.49,0
2395,Male,0,Yes,Yes,46,Yes,79.27,3790.83,0
2396,Female,0,Yes,Yes,50,Yes,42.66,2144.53,0
2397,Male,0,No,No,54,Yes,23.99,1340.4,0
2398,Male,1,No,No,29,Yes,32.48,907.73,0
2399,Female,0,No,Yes,15,Yes,32.46,408.65,0
2400,Female,0,Yes,Yes,62,Yes,26.46,1653.92,0
2401,Male,0,No,Yes,34,Yes,60.8,2218.04,0
2402,Male,0,Yes,No,5,Yes,31.05,229.07,0
2403,Male,0,Yes,Yes,71,Yes,69.96,5076.81,0
2404,Female,0,No,No,27,Yes,34.43,967.91,0
2405,Male,0,Yes,Yes,56,Yes,26.82,1565.11,0
2406,Female,1,Yes,No,5,Yes,114.36,648.44,1
2407,Male,0,No,No,17,Yes,93.07,1730.12,0
2408,Female,0,No,Yes,39,Yes,46.33,1913.36,0
2409,Male,0,Yes,No,33,No,40.77,1405.31,0
2410,Female,0,Yes,No,32,Yes,107.34,3498.72,0
2411,Female,0,No,Yes,11,Yes,117.04,1375.58,1
2412,Male,1,Yes,Yes,24,Yes,93.42,2327.39,0
2413,Male,0,No,No,1,Yes,70.96,162.37,0
2414,Male,0,No,No,0,Yes,83.99,114.77,1
2415,Male,0,No,No,60,Yes,20.0,1211.46,0
2416,Female,0,No,No,30,No,76.8,2377.15,0
2417,Female,1,Yes,No,65,Yes,107.48,7041.85,0
2418,Female,0,Yes,Yes,15,Yes,40.24,726.68,0
2419,Female,1,No,No,28,No,73.63,2202.51,0
2420,Male,0,No,No,10,Yes,107.68,1108.7,1
2421,Female,0,No,No,12,Yes,67.16,878.71,0
2422,Female,1,Yes,No,9,Yes,74.05,793.76,0
2423,Male,0,Yes,Yes,10,Yes,84.64,922.08,1
2424,Male,0,Yes,Yes,36,Yes,37.56,1406.02,0
2425,Female,0,Yes,No,17,Yes,55.11,1005.17,0
2426,Male,0,Yes,No,16,Yes,70.13,1205.18,0
2427,Male,0,No,No,26,Yes,61.41,1646.84,0
2428,Female,0,Yes,Yes,40,Yes,79.0,3210.8,0
2429,Female,0,No,Yes,70,Yes,31.62,2278.35,0
2430,Female,0,Yes,Yes,0,Yes,59.58,69.59,0
2431,Female,0,No,Yes,60,Yes,65.75,3948.71,0
2432,Male,0,No,Yes,36,Yes,99.59,3697.83,0
2433,Male,0,Yes,No,38,No,86.49,3307.71,0
2434,Male,1,Yes,Yes,57,Yes,95.39,5537.27,0
2435,Female,0,Yes,No,62,Yes,82.35,5178.13,0
2436,Male,0,No,Yes,6,No,39.07,328.14,0
2437,Male,0,Yes,No,62,No,90.11,5671.73,0
2438,Male,0,Yes,No,0,Yes,37.98,25.48,0
2439,Female,0,No,Yes,45,Yes,103.35,4770.18,0
2440,Female,1,No,No,65,No,70.51,4627.99,0
2441,Male,0,No,Yes,23,Yes,65.95,1576.41,0
2442,Female,0,No,No,26,Yes,109.04,2992.34,0
2443,Female,1,Yes,No,33,Yes,69.23,2345.37,0
2444,Female,0,No,No,11,Yes,70.46,783.07,0
2445,Male,0,No,No,29,Yes,40.44,1252.2,0
2446,Male,0,Yes,No,17,Yes,57.48,1015.59,0
2447,Male,0,Yes,No,47,Yes,33.99,1585.93,0
2448,Male,1,Yes,No,43,No,60.05,2586.79,0
2449,Male,0,Yes,No,39,No,115.81,4632.76,0
2450,Female,0,Yes,No,59,Yes,80.25,4944.81,0
2451,Female,0,No,No,15,Yes,63.77,966.52,0
2452,Female,0,No,No,18,Yes,89.51,1733.93,0
2453,Male,0,No,Yes,15,Yes,45.59,693.11,0
2454,Male,0,No,No,29,Yes,52.34,1529.07,0
2455,Male,0,Yes,Yes,49,Yes,21.0,1087.11,0
2456,Female,0,No,No,13,Yes,115.96,1607.91,0
2457,Male,0,No,No,62,No,32.1,1995.84,0
2458,Male,0,Yes,Yes,68,Yes,116.94,8124.11,0
2459,Male,0,No,Yes,49,Yes,112.76,5604.51,0
2460,Female,0,Yes,Yes,57,Yes,104.32,6045.25,0
2461,Male,0,No,Yes,25,Yes,105.09,2738.24,0
2462,Female,0,No,Yes,71,Yes,50.1,3579.28,0
2463,Male,0,Yes,Yes,1,Yes,68.81,162.27,0
2464,Female,0,Yes,Yes,44,Yes,60.18,2782.17,0
2465,Male,0,Yes,No,4,Yes,115.21,533.19,1
2466,Male,0,Yes,Yes,16,Yes,106.12,1680.33,0
2467,Male,0,No,No,3,Yes,67.01,285.95,0
2468,Male,0,Yes,No,14,Yes,117.34,1742.67,0
2469,Female,0,Yes,Yes,3,Yes,114.16,365.26,1
2470,Male,0,No,No,48,Yes,57.59,2821.41,0
2471,Male,0,No,Yes,12,Yes,47.9,567.6,0
2472,Female,0,No,Yes,4,Yes,63.45,284.53,0
2473,Female,1,No,Yes,39,No,96.61,3972.62,0
2474,Female,0,Yes,No,27,Yes,25.05,612.49,0
2475,Male,1,Yes,Yes,33,Yes,89.47,3032.63,0
2476,Male,0,No,Yes,15,Yes,22.57,321.47,0
2477,Female,0,Yes,No,45,Yes,102.7,4735.78,0
2478,Male,0,Yes,No,14,Yes,113.55,1726.83,0
2479,Male,1,Yes,Yes,32,Yes,39.86,1373.85,0
2480,Male,0,Yes,Yes,62,Yes,65.61,4197.75,0
2481,Female,0,No,No,5,Yes,82.89,531.68,1
2482,Male,0,No,Yes,14,Yes,91.73,1346.22,0
2483,Female,0,Yes,No,35,Yes,90.72,3257.35,0
2484,Male,1,No,No,62,No,94.12,5957.84,0
2485,Male,1,No,No,33,Yes,89.31,3084.07,0
2486,Female,0,Yes,Yes,66,No,35.14,2320.94,0
2487,Female,0,Yes,No,26,Yes,47.35,1286.28,0
2488,Male,0,No,Yes,57,Yes,26.94,1602.01,0
2489,Male,0,Yes,Yes,2,Yes,59.54,203.92,0
2490,Female,0,Yes,Yes,50,Yes,94.37,4851.76,0
2491,Male,1,Yes,Yes,61,Yes,113.29,7033.73,0
2492,Female,0,Yes,Yes,11,Yes,24.97,317.79,0
2493,Female,1,No,Yes,30,Yes,91.61,2808.5,0
2494,Male,0,No,Yes,22,Yes,64.86,1530.1,0
2495,Female,0,No,Yes,12,Yes,119.01,1589.91,0
2496,Female,0,Yes,Yes,14,Yes,96.64,1503.75,0
2497,Male,0,No,No,60,Yes,110.35,6624.73,0
2498,Male,0,No,Yes,51,Yes,86.6,4471.68,0
2499,Female,0,No,No,7,Yes,43.19,405.43,0
2500,Male,0,Yes,Yes,3,Yes,107.86,391.1,1
2501,Male,0,Yes,Yes,20,Yes,23.23,446.03,0
2502,Female,1,No,Yes,35,Yes,53.83,1957.81,0
2503,Female,1,Yes,Yes,32,Yes,67.27,2278.08,0
2504,Female,0,No,No,61,Yes,49.01,2991.78,0
2505,Male,0,No,No,61,Yes,50.97,3233.57,0
2506,Male,0,Yes,No,43,Yes,50.99,2233.14,0
2507,Female,0,Yes,No,61,Yes,106.76,6602.48,0
2508,Female,0,Yes,No,31,Yes,38.9,1247.48,0
2509,Female,1,Yes,Yes,9,Yes,114.28,1101.06,1
2510,Male,1,No,Yes,36,Yes,68.45,2550.2,0
2511,Female,0,Yes,Yes,37,Yes,65.84,2547.3,0
2512,Female,0,Yes,Yes,66,Yes,28.03,1909.06,0
2513,Female,0,Yes,Yes,64,Yes,71.44,4700.0,0
2514,Male,1,No,No,46,No,38.52,1697.42,0
2515,Female,1,No,Yes,10,Yes,32.74,307.69,0
2516,Male,0,Yes,Yes,68,Yes,49.41,3433.16,0
2517,Female,0,No,Yes,32,Yes,110.7,3676.15,0
2518,Male,0,No,Yes,13,Yes,46.71,590.68,0
2519,Female,0,Yes,Yes,0,Yes,45.91,63.78,0
2520,Male,0,Yes,Yes,20,Yes,80.04,1640.83,0
2521,Male,0,No,Yes,30,Yes,24.7,706.06,0
2522,Female,0,Yes,No,19,Yes,88.93,1799.59,0
2523,Male,0,Yes,Yes,18,Yes,39.18,735.62,0
2524,Male,0,Yes,Yes,44,Yes,90.49,4125.45,0
2525,Female,0,No,No,27,No,47.8,1408.47,0
2526,Female,0,No,Yes,61,Yes,114.54,7131.08,0
2527,Male,0,No,No,64,Yes,51.11,3347.44,0
2528,Male,1,No,Yes,47,Yes,119.83,5779.93,0
2529,Male,0,Yes,No,9,Yes,73.41,779.3,0
2530,Female,1,Yes,Yes,51,No,21.41,1072.27,0
2531,Female,1,No,No,62,Yes,112.16,7087.48,0
2532,Male,0,Yes,Yes,52,Yes,64.41,3424.15,0
2533,Female,0,Yes,Yes,17,Yes,113.37,2040.48,0
2534,Male,0,No,Yes,48,Yes,80.29,3989.46,0
2535,Female,0,No,No,54,Yes,31.49,1686.65,0
2536,Male,0,Yes,No,69,Yes,99.88,7009.78,0
2537,Female,0,Yes,No,42,No,54.69,2340.38,0
2538,Female,1,Yes,Yes,66,Yes,46.31,3130.22,0
2539,Male,0,Yes,No,31,Yes,20.7,672.92,0
2540,Female,0,Yes,Yes,12,Yes,67.84,919.46,0
2541,Male,0,Yes,No,56,Yes,118.01,6718.96,0
2542,Male,0,No,No,54,Yes,22.28,1264.6,0
2543,Male,0,No,No,18,Yes,110.13,2142.47,0
2544,Female,0,Yes,Yes,24,Yes,20.68,458.45,0
2545,Female,0,No,Yes,35,Yes,115.94,4233.42,0
2546,Female,0,Yes,Yes,3,No,36.81,99.89,0
2547,Female,0,No,No,50,Yes,81.92,4218.12,0
2548,Female,0,No,Yes,52,Yes,25.33,1330.22,0
2549,Male,0,No,No,22,Yes,118.98,2755.02,0
2550,Male,0,Yes,No,13,Yes,37.61,616.84,0
2551,Female,0,No,Yes,22,Yes,55.26,1272.81,0
2552,Female,0,No,Yes,68,Yes,95.6,6548.56,0
2553,Female,0,No,Yes,46,Yes,88.42,4181.48,0
2554,Female,0,No,Yes,5,Yes,52.58,331.88,0
2555,Male,0,Yes,No,70,Yes,57.45,4032.62,0
2556,Female,0,Yes,Yes,47,No,83.03,4015.65,0
2557,Female,0,Yes,No,40,Yes,41.66,1664.65,0
2558,Female,0,No,Yes,31,Yes,54.58,1747.17,0
2559,Male,0,Yes,Yes,11,Yes,25.18,282.46,0
2560,Female,0,No,Yes,2,Yes,90.51,276.75,1
2561,Female,0,No,No,24,No,59.27,1480.16,0
2562,Male,1,No,Yes,55,Yes,74.32,4175.51,0
2563,Male,0,No,Yes,22,Yes,75.98,1753.44,0
2564,Male,0,No,Yes,21,Yes,31.16,607.14,0
2565,Female,1,Yes,Yes,23,Yes,87.23,2075.47,0
2566,Female,0,No,Yes,35,Yes,92.35,3374.13,0
2567,Male,0,Yes,No,14,No,39.26,605.6,0
2568,Male,0,No,Yes,20,Yes,27.35,631.83,0
2569,Female,0,Yes,No,47,Yes,69.91,3370.38,0
2570,Male,0,Yes,No,15,Yes,64.16,1014.93,0
2571,Female,0,Yes,No,38,Yes,86.21,3332.94,0
2572,Male,0,No,Yes,19,Yes,96.59,1908.97,0
2573,Male,1,No,Yes,45,Yes,88.94,4112.18,0
2574,Male,0,No,Yes,58,Yes,95.92,5587.59,0
2575,Male,0,No,Yes,25,Yes,64.64,1713.32,0
2576,Male,0,No,No,60,No,84.84,5169.61,0
2577,Male,0,Yes,Yes,25,Yes,44.53,1142.26,0
2578,Male,0,No,Yes,23,Yes,82.37,1968.56,0
2579,Female,0,No,No,43,Yes,20.57,904.47,0
2580,Female,0,No,Yes,38,Yes,98.77,3782.31,0
2581,Female,0,No,Yes,43,Yes,58.28,2569.44,0
2582,Female,1,No,Yes,48,Yes,51.54,2539.96,0
2583,Female,0,Yes,No,16,Yes,101.62,1713.8,0
2584,Male,0,Yes,Yes,40,No,43.86,1767.56,0
2585,Male,0,Yes,No,48,Yes,99.4,4779.44,0
2586,Female,0,Yes,No,44,Yes,45.69,1978.31,0
2587,Female,0,Yes,No,5,Yes,69.68,453.19,0
2588,Male,1,No,Yes,1,Yes,68.42,62.95,0
2589,Male,1,No,No,70,Yes,90.92,6515.96,0
2590,Male,0,Yes,No,64,Yes,64.42,4251.12,0
2591,Female,1,No,Yes,30,Yes,97.77,2997.01,0
2592,Female,0,No,No,69,Yes,23.5,1586.19,0
2593,Male,0,Yes,No,39,No,23.75,949.27,0
2594,Male,0,Yes,No,4,No,113.04,569.33,1
2595,Female,0,No,Yes,40,Yes,72.4,2852.98,0
2596,Male,1,No,Yes,42,Yes,72.16,3136.39,0
2597,Female,0,Yes,No,23,No,80.92,1888.43,0
2598,Female,0,Yes,No,39,Yes,22.07,885.26,0
2599,Female,1,No,No,10,Yes,83.97,895.69,1
2600,Female,0,Yes,Yes,3,Yes,65.2,274.15,0
2601,Male,0,Yes,No,70,Yes,60.57,4381.62,0
2602,Female,0,No,Yes,37,Yes,46.03,1618.76,0
2603,Male,0,Yes,No,70,Yes,107.53,7618.2,0
2604,Male,0,No,No,45,Yes,61.67,2794.69,0
2605,Male,0,No,Yes,71,No,105.81,7615.51,0
2606,Female,0,Yes,Yes,19,Yes,112.14,2266.51,0
2607,Male,0,No,Yes,9,Yes,115.3,1084.02,1
2608,Female,1,No,Yes,19,Yes,42.68,817.61,0
2609,Female,1,No,No,28,Yes,93.86,2844.66,0
2610,Male,0,No,Yes,0,Yes,34.99,40.32,0
2611,Male,0,Yes,No,43,No,34.91,1561.35,0
2612,Male,0,Yes,Yes,25,Yes,57.69,1453.14,0
2613,Male,0,Yes,Yes,28,Yes,101.67,2969.28,0
2614,Male,0,Yes,No,52,Yes,51.04,2764.63,0
2615,Male,0,Yes,Yes,8,Yes,68.97,530.1,0
2616,Male,1,Yes,Yes,38,Yes,92.56,3580.27,0
2617,Female,0,Yes,No,1,No,115.09,223.5,1
2618,Female,0,No,No,34,No,52.23,1870.81,0
2619,Male,0,No,No,46,Yes,46.53,2140.55,0
2620,Male,0,Yes,No,20,Yes,32.17,706.15,0
2621,Female,0,Yes,Yes,60,No,31.2,1938.89,0
2622,Male,0,No,Yes,51,Yes,102.88,5300.62,0
2623,Male,0,No,Yes,4,No,109.86,492.73,1
2624,Male,0,No,Yes,56,Yes,25.5,1455.81,0
2625,Female,0,Yes,No,20,Yes,98.81,2016.44,0
2626,Female,0,Yes,Yes,20,Yes,103.21,2173.73,0
2627,Female,0,Yes,Yes,26,Yes,45.6,1189.09,0
2628,Male,0,No,Yes,53,Yes,58.07,3194.55,0
2629,Female,0,Yes,Yes,38,Yes,93.1,3629.0,0
2630,Male,0,Yes,Yes,12,Yes,72.14,933.88,0
2631,Female,0,No,Yes,68,Yes,95.17,6533.38,0
2632,Female,0,Yes,No,25,Yes,44.42,1239.22,0
2633,Female,0,No,No,45,Yes,61.54,2851.97,0
2634,Male,0,Yes,No,34,Yes,107.46,3686.82,0
2635,Male,0,No,No,51,Yes,36.58,1821.78,0
2636,Female,0,No,Yes,1,Yes,110.11,235.48,1
2637,Female,0,Yes,No,2,Yes,58.45,203.05,0
2638,Female,1,Yes,Yes,63,Yes,92.63,5888.06,0
2639,Male,0,No,No,61,Yes,99.1,6190.32,0
2640,Female,0,No,No,24,Yes,39.17,1038.62,0
2641,Male,0,Yes,Yes,37,Yes,88.63,3325.14,0
2642,Male,0,No,No,56,Yes,31.34,1732.71,0
2643,Female,0,No,Yes,23,Yes,116.43,2798.19,0
2644,Female,0,No,No,6,Yes,64.35,460.83,0
2645,Female,0,No,Yes,65,Yes,21.89,1469.56,0
2646,Male,0,Yes,No,19,Yes,47.5,968.71,0
2647,Male,0,No,No,14,Yes,81.99,1169.6,0
2648,Female,0,Yes,Yes,53,Yes,97.21,5226.33,0
2649,Female,1,Yes,No,62,Yes,38.86,2478.78,0
2650,Male,0,Yes,No,67,Yes,50.56,3404.01,0
2651,Male,0,Yes,No,30,No,75.92,2297.04,0
2652,Female,0,Yes,Yes,41,Yes,34.16,1329.31,0
2653,Male,0,No,Yes,54,No,91.45,4954.49,0
2654,Female,0,No,No,34,Yes,108.21,3796.88,0
2655,Female,0,Yes,No,4,Yes,85.54,491.0,1
2656,Male,0,No,No,69,Yes,70.93,4885.47,0
2657,Female,0,Yes,No,23,Yes,26.94,685.27,0
2658,Male,0,No,No,39,Yes,68.01,2730.41,0
2659,Female,0,No,No,15,Yes,101.28,1692.19,0
2660,Male,0,No,Yes,23,Yes,51.42,1306.96,0
2661,Male,0,No,No,0,Yes,66.41,-6.59,0
2662,Male,0,No,Yes,40,Yes,22.44,940.76,0
2663,Female,0,Yes,Yes,49,Yes,107.92,5368.61,0
2664,Male,0,Yes,Yes,22,Yes,42.19,941.04,0
2665,Male,0,Yes,Yes,54,Yes,94.39,5173.12,0
2666,Male,0,Yes,No,7,Yes,105.94,875.35,1
2667,Female,0,Yes,Yes,53,Yes,49.98,2728.09,0
2668,Male,0,No,No,13,Yes,113.02,1657.82,0
2669,Male,0,No,Yes,23,Yes,71.4,1659.3,0
2670,Female,0,Yes,No,57,Yes,81.89,4750.34,0
2671,Female,0,No,No,48,Yes,64.57,3109.63,0
2672,Female,0,Yes,Yes,46,Yes,94.19,4414.59,0
2673,Male,0,No,No,6,Yes,71.99,474.68,0
2674,Male,0,No,Yes,26,Yes,94.01,2621.54,0
2675,Female,0,Yes,No,29,No,28.53,896.07,0
2676,Male,0,No,No,36,Yes,28.32,973.36,0
2677,Male,0,No,No,9,Yes,110.92,1106.89,1
2678,Female,0,No,No,32,Yes,108.33,3573.89,0
2679,Male,0,Yes,Yes,31,Yes,37.62,1170.85,0
2680,Female,1,Yes,Yes,68,Yes,58.29,3969.27,0
2681,Female,0,Yes,No,45,No,25.0,1132.67,0
2682,Female,0,Yes,Yes,0,Yes,78.76,42.2,0
2683,Female,0,Yes,Yes,69,Yes,97.94,6854.96,0
2684,Male,0,Yes,Yes,56,No,115.83,6434.43,0
2685,Male,0,No,No,56,Yes,28.75,1704.02,0
2686,Male,0,Yes,No,13,No,81.0,1120.44,0
2687,Male,1,Yes,Yes,5,Yes,83.51,549.11,1
2688,Female,0,Yes,No,28,Yes,98.13,2808.95,0
2689,Female,0,No,Yes,4,Yes,72.29,460.1,0
2690,Male,0,No,Yes,61,Yes,99.85,6150.12,0
2691,Male,0,No,Yes,22,Yes,78.62,1777.32,0
2692,Female,0,Yes,Yes,37,Yes,41.04,1583.53,0
2693,Male,0,Yes,Yes,0,Yes,119.44,74.79,1
2694,Female,0,Yes,No,39,Yes,71.92,2900.21,0
2695,Male,0,No,No,16,Yes,24.21,448.27,0
2696,Male,0,No,Yes,34,No,45.88,1619.54,0
2697,Male,0,Yes,Yes,44,Yes,35.54,1656.21,0
2698,Female,0,Yes,Yes,28,Yes,54.18,1569.0,0
2699,Female,0,No,No,68,No,76.81,5288.08,0
2700,Male,0,No,Yes,11,Yes,89.23,1025.14,1
2701,Female,0,Yes,No,38,Yes,53.37,2107.89,0
2702,Male,0,Yes,Yes,41,Yes,57.42,2396.2,0
2703,Male,0,No,Yes,53,Yes,32.85,1797.15,0
2704,Male,1,Yes,Yes,58,Yes,67.15,4015.2,0
2705,Male,0,Yes,No,69,Yes,111.85,7865.41,0
2706,Male,0,No,Yes,19,Yes,54.97,1138.81,0
2707,Male,0,Yes,No,47,Yes,117.77,5751.96,0
2708,Female,1,Yes,No,54,Yes,65.27,3630.92,0
2709,Male,0,Yes,No,2,Yes,39.55,95.29,0
2710,Female,0,Yes,No,11,Yes,49.62,569.34,0
2711,Female,0,Yes,Yes,16,Yes,79.89,1351.78,0
2712,Female,0,Yes,Yes,60,Yes,29.53,1898.89,0
2713,Female,0,No,No,53,Yes,21.38,1106.27,0
2714,Male,0,Yes,No,24,Yes,88.92,2231.15,0
2715,Male,0,No,No,30,Yes,47.27,1455.49,0
2716,Male,0,Yes,No,51,Yes,45.14,2315.08,0
2717,Female,1,Yes,Yes,44,Yes,45.31,2025.24,0
2718,Male,0,No,Yes,32,Yes,102.27,3366.45,0
2719,Female,0,Yes,Yes,22,Yes,113.76,2620.46,0
2720,Male,0,No,No,50,Yes,46.95,2460.01,0
2721,Male,1,Yes,Yes,12,Yes,65.25,846.03,0
2722,Male,0,Yes,Yes,64,No,46.41,3023.85,0
2723,Female,0,Yes,Yes,4,Yes,61.09,250.24,0
2724,Female,0,No,Yes,53,Yes,95.98,5161.79,0
2725,Female,1,Yes,No,40,Yes,39.39,1628.95,0
2726,Female,0,No,Yes,56,No,42.79,2375.15,0
2727,Male,0,Yes,Yes,37,Yes,59.41,2254.92,0
2728,Female,0,Yes,No,19,No,75.37,1490.36,0
2729,Female,1,No,Yes,50,Yes,96.2,4868.75,0
2730,Female,0,No,Yes,42,Yes,51.0,2205.68,0
2731,Male,0,No,No,18,Yes,42.58,787.17,0
2732,Male,0,Yes,No,33,Yes,92.55,3132.99,0
2733,Male,0,No,No,28,Yes,27.01,768.5,0
2734,Male,0,Yes,Yes,31,Yes,67.45,2187.22,0
2735,Male,1,Yes,Yes,0,Yes,22.59,-1.29,0
2736,Female,0,Yes,Yes,25,Yes,103.84,2746.71,0
2737,Female,0,Yes,Yes,67,Yes,89.12,6068.26,0
2738,Female,0,No,Yes,36,Yes,105.33,3930.74,0
2739,Male,0,Yes,Yes,42,No,83.89,3576.25,0
2740,Male,0,No,Yes,51,Yes,78.07,4013.84,0
2741,Male,0,Yes,No,62,Yes,101.8,6441.51,0
2742,Female,1,Yes,Yes,46,Yes,22.05,954.48,0
2743,Male,0,No,No,32,Yes,65.69,2218.71,0
2744,Female,0,No,No,52,Yes,58.11,3148.28,0
2745,Male,0,Yes,No,51,Yes,48.82,2508.17,0
2746,Female,1,Yes,No,16,Yes,71.59,1158.81,0
2747,Female,0,No,Yes,63,Yes,119.95,7726.83,0
2748,Male,0,No,No,32,Yes,66.19,2226.32,0
2749,Female,0,Yes,No,4,Yes,41.01,171.84,0
2750,Male,0,No,No,1,Yes,110.9,251.6,1
2751,Male,0,No,No,44,Yes,40.01,1799.97,0
2752,Female,1,Yes,No,28,Yes,51.14,1506.02,0
2753,Male,0,No,No,13,Yes,30.2,451.97,0
2754,Female,0,Yes,No,9,Yes,112.16,1128.35,1
2755,Female,0,Yes,No,7,Yes,28.0,204.36,0
2756,Male,0,Yes,Yes,8,Yes,109.55,997.58,1
2757,Male,0,Yes,Yes,28,Yes,51.63,1511.33,0
2758,Female,1,No,Yes,16,Yes,103.17,1733.26,0
2759,Male,0,No,Yes,30,Yes,30.45,923.23,0
2760,Male,0,No,Yes,32,Yes,33.27,1168.04,0
2761,Male,0,No,Yes,2,Yes,73.6,199.35,0
2762,Male,0,Yes,Yes,55,Yes,77.55,4359.92,0
2763,Female,0,Yes,Yes,7,Yes,36.12,210.31,0
2764,Male,0,Yes,Yes,51,Yes,37.49,1944.65,0
2765,Female,0,No,Yes,1,Yes,101.27,217.06,1
2766,Female,0,No,No,31,Yes,73.28,2273.2,0
2767,Male,0,No,No,55,Yes,29.35,1588.54,0
2768,Female,0,No,Yes,67,No,111.6,7505.31,0
2769,Male,0,Yes,Yes,40,Yes,45.0,1895.23,0
2770,Male,0,No,No,39,Yes,55.39,2208.03,0
